Brand,Model,Battery_Life_Minutes,Charging_Time_Hours,Dustbin_Capacity_ml,Suction_Power_Pa,Noise_Level_dB,WiFi_Connectivity,App_Control,Voice_Control,Mapping_Technology,Obstacle_Avoidance,HEPA_Filter,Auto_Dock,Runtime_Adjustment,Carpet_Boost,Number_of_Sensors,Weight_kg,Height_cm,Smart_Scheduling,Multi_Floor_Mapping,Mop_Function,Self_Emptying,Price_USD
Haier,Haier S90,114,4.0,407,3598,68,No,Yes,Yes,Infrared,No,No,Yes,Yes,Yes,14,3.3,7.5,Yes,Yes,No,Yes,1083
Eufy,Eufy R19 Ultra,61,4.7,424,3293,70,No,Yes,No,Camera,No,No,No,Yes,Yes,18,4.0,7.7,No,No,No,Yes,524
Yeedi,Yeedi S67 Pro,156,4.0,428,2578,64,No,No,Yes,Infrared,No,Yes,No,Yes,Yes,10,4.2,7.9,No,Yes,No,No,623
LG,LG R37 Pro,171,3.0,510,4005,69,No,Yes,No,Infrared,No,Yes,No,No,Yes,12,4.3,8.4,Yes,Yes,Yes,No,723
iRobot,iRobot S50,98,4.3,642,1836,63,No,Yes,No,Lidar+Camera,No,Yes,Yes,No,No,19,3.7,9.5,No,No,No,Yes,1052
Honiture,Honiture X98,75,4.8,688,2201,61,No,No,Yes,Lidar+Camera,No,Yes,Yes,No,Yes,12,4.4,10.2,Yes,Yes,No,No,1143
Ultenic,Ultenic R63 Max,162,5.8,493,3779,56,Yes,Yes,Yes,Camera,No,Yes,No,Yes,No,19,2.6,7.3,No,No,No,No,1113
Neato,Neato X24 Ultra,126,4.0,398,4181,59,No,No,No,Lidar+Camera,Yes,Yes,Yes,Yes,No,6,4.9,8.9,No,No,No,Yes,546
Dreame,Dreame R85 Pro,66,3.8,546,5081,60,Yes,Yes,No,Camera,No,No,No,No,No,13,4.5,10.8,No,Yes,Yes,Yes,1119
Samsung,Samsung R86 Ultra,180,4.4,421,3619,64,Yes,Yes,Yes,Lidar+Camera,No,Yes,No,Yes,No,9,4.0,8.6,No,Yes,Yes,No,1197
Amarey,Amarey V99,106,3.2,482,5485,68,No,Yes,No,Camera,No,Yes,No,Yes,Yes,16,2.9,10.7,No,No,Yes,Yes,278
Trifo,Trifo R28,103,2.6,450,5146,65,Yes,Yes,No,Infrared,No,Yes,Yes,Yes,Yes,11,3.7,7.6,Yes,No,Yes,No,311
Narwal,Narwal R18 Ultra,179,3.5,535,4793,55,No,Yes,Yes,Lidar,No,Yes,No,No,No,10,3.0,9.6,No,No,Yes,Yes,777
TCL,TCL X12 Max,110,5.0,612,3726,68,Yes,Yes,Yes,Lidar+Camera,No,No,Yes,No,Yes,18,3.4,7.8,Yes,Yes,No,Yes,188
Yeedi,Yeedi X18,112,3.7,452,3448,65,Yes,No,Yes,Lidar,Yes,No,Yes,Yes,No,6,3.0,7.8,Yes,Yes,No,No,267
Neabot,Neabot R94 Max,188,3.7,636,3733,69,No,No,No,Lidar+Camera,Yes,No,Yes,Yes,No,7,3.7,7.5,No,Yes,Yes,Yes,291
Haier,Haier R10 Ultra,100,3.9,492,3304,66,Yes,No,Yes,Camera,Yes,Yes,Yes,No,Yes,9,5.5,7.8,No,Yes,Yes,Yes,681
TCL,TCL X73 Max,159,3.6,411,3594,64,No,Yes,Yes,Infrared,No,No,No,No,No,17,3.9,9.3,No,Yes,No,No,1087
Honiture,Honiture R8 Pro,132,3.6,419,1729,58,Yes,No,No,Infrared,No,Yes,Yes,No,No,8,4.9,7.6,Yes,Yes,No,Yes,314
TCL,TCL S79 Ultra,60,5.6,402,3995,68,No,No,Yes,Lidar+Camera,No,Yes,No,No,Yes,13,3.2,9.0,No,Yes,No,No,1161
TCL,TCL X49,87,4.0,486,4549,62,Yes,Yes,Yes,Lidar+Camera,No,No,No,Yes,Yes,13,5.1,9.1,Yes,Yes,No,Yes,822
TCL,TCL V28 Max,76,4.3,404,4567,61,Yes,No,Yes,Infrared,Yes,Yes,No,Yes,Yes,6,4.4,8.3,No,No,Yes,Yes,232
TCL,TCL R86,101,5.0,586,4822,59,Yes,No,No,Camera,Yes,No,Yes,Yes,Yes,6,5.4,8.0,No,Yes,Yes,No,647
Dreame,Dreame S5 Pro,151,2.7,511,5273,56,Yes,Yes,No,Lidar,No,Yes,No,No,No,7,4.6,9.9,Yes,No,No,No,316
Rowenta,Rowenta V53,64,5.4,502,3391,67,Yes,Yes,No,Lidar,Yes,Yes,Yes,No,Yes,11,4.3,8.4,Yes,No,No,No,1018
Cecotec,Cecotec S39 Pro,77,3.7,486,4843,64,Yes,Yes,Yes,Infrared,No,Yes,Yes,No,No,8,5.4,7.3,Yes,Yes,No,Yes,478
Tesvor,Tesvor S63 Pro,158,4.9,427,1970,55,Yes,Yes,No,Lidar+Camera,Yes,Yes,Yes,Yes,No,10,2.8,10.3,Yes,Yes,No,No,737
Lefant,Lefant S9,123,5.5,678,2338,57,Yes,No,Yes,Infrared,No,Yes,Yes,Yes,Yes,10,5.2,10.2,Yes,No,No,Yes,739
Shark,Shark R76 Pro,65,5.1,612,1809,55,Yes,No,No,Infrared,Yes,No,No,Yes,No,15,2.8,9.6,Yes,No,Yes,Yes,566
Medion,Medion S37,131,3.7,633,5881,67,Yes,Yes,Yes,Infrared,Yes,No,No,Yes,No,20,4.1,8.2,Yes,Yes,No,Yes,357
Dyson,Dyson V5,160,3.1,419,1986,70,Yes,Yes,Yes,Infrared,No,Yes,Yes,No,Yes,19,2.7,8.7,Yes,Yes,Yes,Yes,751
Neato,Neato X73 Max,135,3.1,454,5296,65,No,Yes,No,Camera,Yes,No,Yes,Yes,No,15,4.8,10.8,No,No,Yes,Yes,550
Zigma,Zigma X92 Pro,97,3.1,503,5063,68,No,No,Yes,Camera,No,Yes,Yes,Yes,No,18,2.7,9.6,Yes,No,No,No,975
Xiaomi,Xiaomi S21,118,4.7,680,4620,65,No,No,No,Lidar,No,No,Yes,No,Yes,17,4.5,8.5,No,No,Yes,Yes,1081
Ultenic,Ultenic V27 Pro,130,4.7,418,5922,66,Yes,Yes,Yes,Camera,No,No,Yes,Yes,No,11,4.3,8.0,Yes,Yes,No,No,283
Neabot,Neabot S99 Pro,79,4.3,424,2636,57,No,Yes,Yes,Lidar,No,Yes,Yes,Yes,Yes,12,3.7,7.0,No,No,Yes,Yes,1088
Cecotec,Cecotec X80,124,3.2,667,2222,58,No,Yes,Yes,Camera,No,No,No,Yes,Yes,9,3.7,8.9,No,Yes,Yes,No,482
Hobot,Hobot V69 Max,64,2.7,505,2694,63,No,No,Yes,Infrared,Yes,Yes,Yes,No,Yes,15,4.8,9.7,No,No,No,No,278
iRobot,iRobot R13 Ultra,139,4.9,600,2938,67,No,No,Yes,Infrared,No,No,Yes,Yes,No,13,3.4,9.6,No,Yes,No,No,752
Amarey,Amarey V17 Pro,155,6.0,418,4105,67,Yes,No,Yes,Lidar,No,Yes,Yes,Yes,Yes,7,4.2,8.5,No,No,No,Yes,728
Rowenta,Rowenta R51,129,4.2,579,3882,64,No,Yes,Yes,Lidar+Camera,Yes,Yes,Yes,No,Yes,15,4.4,7.1,No,Yes,No,Yes,532
Zigma,Zigma V53,77,5.5,394,1570,58,No,Yes,Yes,Infrared,No,Yes,Yes,No,No,12,3.7,9.8,No,Yes,No,Yes,828
Medion,Medion R97 Pro,173,5.5,420,2533,69,Yes,Yes,No,Camera,No,Yes,No,Yes,Yes,10,3.5,8.6,No,Yes,Yes,Yes,1104
Xiaomi,Xiaomi V55 Ultra,67,4.6,404,1719,56,Yes,No,Yes,Lidar+Camera,No,No,No,Yes,No,16,4.3,10.0,Yes,No,No,Yes,1016
Haier,Haier R90 Ultra,194,4.5,592,2439,67,Yes,No,No,Camera,No,No,Yes,Yes,No,10,4.9,9.1,Yes,No,No,No,832
Bissell,Bissell S95 Pro,103,5.0,548,4556,60,Yes,Yes,No,Camera,Yes,No,No,Yes,Yes,10,3.5,9.7,Yes,No,No,Yes,1003
Miele,Miele R52 Ultra,70,4.9,654,1713,56,Yes,No,Yes,Lidar+Camera,No,Yes,Yes,No,No,11,4.3,7.7,No,No,No,No,838
Mamibot,Mamibot S99,106,5.9,409,4502,68,No,No,No,Lidar,Yes,Yes,Yes,No,No,7,4.8,8.2,Yes,Yes,No,Yes,979
Ultenic,Ultenic S44,85,5.8,497,2567,63,No,Yes,No,Infrared,Yes,Yes,Yes,No,Yes,12,2.9,8.4,Yes,No,No,No,736
Lefant,Lefant S39 Pro,77,2.9,440,2067,63,No,No,Yes,Infrared,No,Yes,Yes,No,Yes,12,4.4,10.1,No,No,No,No,930
Miele,Miele R55 Pro,84,4.2,515,1586,64,No,No,No,Lidar+Camera,No,Yes,Yes,No,No,9,4.4,8.7,No,Yes,Yes,Yes,446
Neabot,Neabot V85 Max,115,4.4,360,2785,58,Yes,No,Yes,Lidar+Camera,No,Yes,No,No,Yes,7,3.2,8.6,Yes,No,Yes,Yes,299
Roborock,Roborock X75 Pro,187,5.4,401,4491,64,No,No,Yes,Camera,No,No,Yes,No,Yes,14,4.0,7.3,Yes,Yes,Yes,No,382
Zigma,Zigma S8 Pro,181,3.6,625,4446,57,No,No,Yes,Lidar,Yes,No,No,Yes,No,12,3.9,8.9,Yes,No,No,No,1106
Panasonic,Panasonic X15,149,5.9,466,2510,56,No,No,No,Lidar+Camera,No,No,Yes,No,No,8,4.4,8.1,No,Yes,No,No,580
Roborock,Roborock R27 Ultra,104,3.5,658,4263,57,No,Yes,No,Camera,No,Yes,Yes,Yes,Yes,11,3.8,7.4,Yes,Yes,No,No,481
Puppyoo,Puppyoo V88,124,2.9,515,5560,55,No,No,No,Infrared,No,Yes,No,Yes,Yes,17,4.7,9.3,Yes,No,Yes,No,162
Bissell,Bissell S52 Pro,141,2.6,499,4678,55,Yes,Yes,No,Camera,Yes,No,Yes,Yes,Yes,15,4.8,9.5,Yes,No,No,No,1130
Haier,Haier S24 Pro,86,3.9,578,5648,56,No,Yes,No,Camera,No,No,Yes,No,Yes,17,3.5,9.7,No,Yes,Yes,No,658
LG,LG S47,117,4.7,464,3867,70,Yes,Yes,No,Infrared,Yes,No,No,No,No,9,4.4,10.7,No,Yes,Yes,Yes,1020
Cecotec,Cecotec R38,119,3.1,654,5278,64,No,No,Yes,Lidar+Camera,No,Yes,Yes,No,No,18,3.6,9.1,No,Yes,No,Yes,1039
Samsung,Samsung X76,194,3.7,493,4893,67,Yes,Yes,No,Camera,No,No,No,Yes,No,16,2.8,8.6,No,No,Yes,No,493
Lenovo,Lenovo V53 Pro,60,3.3,677,4899,61,No,No,Yes,Infrared,Yes,No,Yes,No,Yes,12,4.6,7.5,Yes,Yes,No,Yes,249
Honiture,Honiture X17 Ultra,127,3.0,459,5667,68,No,Yes,No,Lidar+Camera,No,No,No,No,No,19,5.2,8.0,No,Yes,Yes,No,960
Yeedi,Yeedi S18,125,5.6,465,5893,69,Yes,No,No,Lidar+Camera,Yes,Yes,No,Yes,No,6,4.3,9.4,Yes,No,Yes,No,464
Shark,Shark X65 Ultra,198,5.5,402,5200,55,Yes,Yes,Yes,Infrared,Yes,Yes,No,No,Yes,19,3.7,9.8,Yes,No,No,No,525
Mamibot,Mamibot V20 Pro,125,3.8,630,5538,61,No,No,No,Infrared,Yes,No,Yes,Yes,Yes,11,5.4,9.7,No,No,No,Yes,335
Eufy,Eufy S87,159,5.4,567,2367,55,Yes,No,No,Lidar+Camera,Yes,No,No,Yes,No,11,3.3,8.4,No,No,No,Yes,306
Amarey,Amarey R75,83,3.0,598,1782,69,No,Yes,Yes,Lidar+Camera,No,No,Yes,Yes,Yes,17,3.0,10.8,Yes,Yes,No,No,334
Narwal,Narwal X91,156,4.9,484,2927,58,No,Yes,No,Lidar,No,No,Yes,Yes,Yes,14,3.7,10.8,Yes,Yes,No,Yes,1061
TCL,TCL R57 Pro,85,5.1,433,1504,61,Yes,No,No,Camera,No,Yes,No,No,Yes,10,4.4,8.3,Yes,Yes,No,No,832
Shark,Shark S9,138,5.7,471,4793,57,No,Yes,Yes,Camera,Yes,No,Yes,No,Yes,16,4.9,10.3,No,No,No,No,1183
Samsung,Samsung S48 Ultra,136,4.8,625,4589,56,No,No,No,Lidar,No,No,No,No,Yes,18,5.1,9.6,No,No,Yes,No,505
Bissell,Bissell V26 Ultra,89,3.2,594,5614,56,No,No,Yes,Lidar,Yes,Yes,No,No,Yes,14,2.7,10.8,Yes,No,No,Yes,610
Yeedi,Yeedi V10,175,5.6,463,4946,66,Yes,Yes,Yes,Infrared,Yes,Yes,Yes,Yes,Yes,12,5.0,7.1,Yes,No,Yes,No,520
iRobot,iRobot S41 Max,135,5.6,430,5118,56,No,Yes,Yes,Infrared,No,Yes,Yes,Yes,No,8,5.3,10.0,No,Yes,Yes,No,288
Narwal,Narwal V19,158,3.8,455,4422,59,No,Yes,Yes,Camera,No,Yes,No,No,Yes,10,5.0,7.1,Yes,Yes,No,No,1144
Neato,Neato S33,150,3.4,472,4926,60,No,Yes,Yes,Lidar+Camera,No,Yes,Yes,No,Yes,7,4.8,10.2,No,Yes,No,No,337
ILIFE,ILIFE S74 Ultra,197,3.9,472,2430,70,Yes,No,No,Camera,No,Yes,No,No,No,12,4.7,7.6,No,Yes,No,Yes,979
Trifo,Trifo S48 Max,79,2.7,478,4501,67,Yes,No,No,Lidar,Yes,Yes,No,Yes,Yes,14,5.5,7.9,No,No,No,No,1127
Eufy,Eufy X55,137,5.4,410,1970,61,No,Yes,No,Lidar,Yes,No,Yes,Yes,Yes,9,5.3,8.8,Yes,Yes,No,No,1082
Panasonic,Panasonic R77 Pro,128,4.4,377,4725,69,No,No,No,Lidar+Camera,Yes,Yes,Yes,No,Yes,15,4.6,9.7,No,No,No,Yes,834
Viomi,Viomi V33 Max,61,5.4,353,5614,57,Yes,No,Yes,Lidar,No,Yes,Yes,No,Yes,17,4.3,9.7,Yes,Yes,No,Yes,518
Trifo,Trifo R38 Ultra,170,4.3,636,5116,57,Yes,Yes,No,Infrared,Yes,Yes,Yes,No,Yes,16,3.5,8.1,Yes,Yes,Yes,No,234
Trifo,Trifo V74,70,4.0,569,4754,65,No,No,No,Camera,No,Yes,No,Yes,Yes,11,2.7,9.4,Yes,Yes,No,No,426
Mamibot,Mamibot R46 Ultra,137,3.9,475,2059,63,No,Yes,Yes,Infrared,Yes,Yes,Yes,Yes,No,19,4.2,8.4,Yes,No,Yes,Yes,299
Ecovacs,Ecovacs R29 Ultra,144,5.8,575,4155,66,No,No,Yes,Infrared,No,No,Yes,Yes,Yes,9,5.3,9.5,Yes,Yes,No,Yes,185
Samsung,Samsung S17,80,5.3,627,5669,55,No,Yes,No,Lidar,No,Yes,No,No,No,18,2.8,9.5,No,Yes,Yes,No,214
Miele,Miele R28 Max,119,2.8,370,3615,55,Yes,No,Yes,Infrared,No,No,Yes,Yes,No,6,5.3,10.8,No,Yes,No,Yes,680
Haier,Haier S37 Pro,122,3.5,494,5179,63,Yes,Yes,No,Infrared,Yes,Yes,No,Yes,No,12,3.5,7.8,No,No,Yes,No,500
Xiaomi,Xiaomi R7 Ultra,133,2.5,519,3288,62,Yes,No,No,Camera,Yes,Yes,Yes,No,No,13,3.7,10.9,No,Yes,No,No,779
Samsung,Samsung V60 Ultra,176,4.8,379,5651,63,Yes,Yes,No,Lidar,No,No,Yes,No,Yes,20,3.2,7.4,Yes,Yes,No,No,985
Dyson,Dyson R91 Pro,75,3.3,565,5121,60,No,No,No,Lidar+Camera,Yes,No,Yes,Yes,Yes,14,2.9,10.7,No,No,No,Yes,225
Dreame,Dreame R63 Ultra,168,3.5,548,3295,57,Yes,Yes,No,Lidar,No,No,Yes,Yes,No,13,4.1,11.0,Yes,No,Yes,No,846
Rowenta,Rowenta R5 Pro,73,4.5,563,5224,61,No,No,Yes,Lidar,Yes,Yes,Yes,No,Yes,14,4.8,9.1,No,Yes,Yes,Yes,1152
iRobot,iRobot V31 Max,61,3.0,618,1837,70,No,No,No,Camera,No,Yes,Yes,No,Yes,20,2.8,10.7,No,Yes,Yes,Yes,384
Viomi,Viomi S89 Pro,137,3.8,541,3122,66,Yes,Yes,No,Lidar,Yes,Yes,No,Yes,No,12,3.8,7.7,No,No,No,Yes,940
Amarey,Amarey X79 Pro,167,4.6,639,2954,57,No,No,Yes,Camera,No,No,No,Yes,Yes,15,3.5,9.5,No,Yes,Yes,No,377
Puppyoo,Puppyoo S93 Max,81,2.6,605,5104,57,No,Yes,Yes,Camera,No,Yes,No,No,Yes,9,5.1,8.2,No,No,Yes,Yes,1115
Hobot,Hobot S71 Pro,115,2.9,681,1651,59,No,Yes,No,Lidar,Yes,Yes,Yes,No,No,17,3.3,10.4,No,No,No,Yes,1137
Yeedi,Yeedi V21 Ultra,144,2.9,439,4820,63,Yes,No,No,Camera,Yes,Yes,No,Yes,No,13,4.4,10.0,Yes,No,Yes,No,1028
Xiaomi,Xiaomi S70 Max,129,5.7,431,4809,58,Yes,Yes,No,Lidar+Camera,No,No,Yes,No,Yes,9,4.6,7.9,No,No,No,No,150
Mamibot,Mamibot R33 Pro,117,4.1,598,5011,68,Yes,Yes,No,Lidar+Camera,No,No,Yes,Yes,Yes,19,2.5,8.3,No,No,No,Yes,628
Ecovacs,Ecovacs X27,126,3.5,501,4527,55,No,No,Yes,Infrared,Yes,Yes,No,Yes,Yes,17,4.1,9.7,Yes,No,Yes,No,1104
Proscenic,Proscenic R57 Max,63,4.1,522,4213,66,No,Yes,No,Lidar,Yes,Yes,No,Yes,Yes,20,4.9,7.6,No,No,Yes,Yes,940
Mamibot,Mamibot R34,161,3.5,454,5056,66,No,Yes,No,Infrared,No,Yes,Yes,No,Yes,20,4.4,10.0,No,No,No,No,536
Cecotec,Cecotec R14 Ultra,150,3.2,688,2749,70,No,Yes,Yes,Camera,Yes,No,Yes,Yes,Yes,13,3.9,10.2,No,No,Yes,No,663
Cecotec,Cecotec R37,79,5.4,493,5078,64,No,Yes,Yes,Lidar+Camera,No,No,No,Yes,Yes,7,3.6,8.8,Yes,No,No,Yes,1005
Eufy,Eufy X67 Pro,97,4.0,402,2686,66,No,No,Yes,Camera,Yes,No,No,No,Yes,7,2.8,7.1,No,Yes,No,Yes,181
Amarey,Amarey R25 Max,144,4.2,534,5533,68,Yes,No,No,Lidar,Yes,No,No,Yes,Yes,19,5.0,10.9,No,No,No,No,237
Shark,Shark V82 Pro,176,3.8,635,5057,66,No,No,No,Camera,Yes,Yes,No,Yes,Yes,20,4.7,11.0,Yes,No,No,No,390
ILIFE,ILIFE X75 Pro,93,5.0,593,4161,65,Yes,No,Yes,Lidar+Camera,No,Yes,Yes,Yes,Yes,18,4.2,7.3,No,Yes,No,No,905
Neato,Neato R60 Ultra,121,3.2,355,1723,69,No,Yes,Yes,Lidar,No,No,Yes,No,No,7,4.0,8.5,No,Yes,No,Yes,932
Mamibot,Mamibot R55 Ultra,127,5.4,361,3708,70,Yes,No,No,Camera,Yes,Yes,Yes,Yes,Yes,18,4.8,9.7,Yes,Yes,Yes,No,630
Narwal,Narwal R31 Pro,88,4.6,482,3464,59,Yes,Yes,Yes,Lidar+Camera,Yes,Yes,No,Yes,Yes,19,5.4,10.6,Yes,No,Yes,No,233
Roborock,Roborock R82 Pro,61,5.9,570,4051,67,Yes,Yes,Yes,Lidar+Camera,Yes,No,No,No,No,15,2.5,9.1,No,Yes,Yes,Yes,1046
Proscenic,Proscenic X8 Ultra,117,5.5,480,5867,57,Yes,Yes,No,Infrared,No,No,Yes,Yes,Yes,7,2.6,7.2,No,No,No,Yes,590
Lenovo,Lenovo X79,84,5.7,414,2614,58,Yes,No,Yes,Lidar+Camera,Yes,Yes,Yes,No,No,16,4.5,9.1,No,Yes,No,No,691
Amarey,Amarey V79,108,4.4,387,3209,59,Yes,No,Yes,Camera,No,No,No,Yes,Yes,14,4.3,8.8,Yes,No,Yes,Yes,1123
Medion,Medion R23 Pro,158,2.8,616,2314,60,No,No,No,Camera,No,Yes,No,Yes,Yes,11,3.9,7.1,Yes,Yes,No,No,886
Viomi,Viomi R65,191,4.7,475,4026,58,No,No,No,Infrared,No,Yes,No,Yes,Yes,19,3.2,8.1,Yes,Yes,No,Yes,541
Puppyoo,Puppyoo V31 Pro,162,4.9,668,2465,61,Yes,Yes,Yes,Infrared,Yes,No,No,No,No,6,3.6,7.3,No,Yes,No,No,150
Rowenta,Rowenta X45 Pro,80,3.1,630,4267,66,No,No,No,Lidar,No,No,No,Yes,Yes,16,4.0,9.0,No,Yes,Yes,Yes,171
Cecotec,Cecotec X50 Max,98,5.0,370,4530,61,Yes,Yes,Yes,Infrared,No,No,No,Yes,No,12,4.1,10.0,Yes,Yes,No,No,844
Ultenic,Ultenic R51 Pro,96,5.4,409,5588,55,No,No,Yes,Lidar+Camera,No,Yes,Yes,No,Yes,16,3.2,9.2,No,Yes,No,Yes,967
Medion,Medion V38 Ultra,91,3.6,531,3750,63,Yes,No,Yes,Infrared,No,No,No,No,Yes,19,2.6,10.7,Yes,No,Yes,Yes,640
Neabot,Neabot R59 Ultra,180,3.7,620,3545,62,No,No,Yes,Lidar+Camera,Yes,No,No,No,Yes,11,4.4,8.4,No,Yes,No,Yes,723
Panasonic,Panasonic V61 Max,78,4.2,666,5582,57,No,Yes,Yes,Lidar+Camera,Yes,Yes,Yes,No,Yes,16,4.2,8.4,Yes,Yes,Yes,No,240
Dreame,Dreame R88 Ultra,170,4.0,602,4667,55,No,Yes,No,Lidar+Camera,No,No,No,No,Yes,6,5.5,10.2,No,No,Yes,No,1021
Narwal,Narwal S81 Ultra,189,2.8,459,2034,55,Yes,No,No,Lidar,Yes,No,No,No,Yes,19,5.2,8.1,Yes,Yes,Yes,No,234
Amarey,Amarey R57,83,3.1,388,1585,66,No,Yes,Yes,Lidar,Yes,No,No,No,No,7,3.9,7.1,No,No,No,Yes,650
Lefant,Lefant R27 Max,186,3.1,512,2540,55,Yes,Yes,No,Infrared,Yes,No,Yes,No,No,15,3.2,10.5,Yes,No,No,Yes,626
Neato,Neato V39 Ultra,169,3.6,549,1937,69,No,Yes,No,Lidar+Camera,Yes,No,Yes,No,No,10,4.1,10.9,Yes,No,No,Yes,215
Lenovo,Lenovo V87 Max,179,2.7,449,5144,62,Yes,Yes,No,Lidar,No,Yes,No,Yes,Yes,12,5.0,8.7,No,No,Yes,No,384
Trifo,Trifo V26 Pro,85,4.0,677,3641,64,Yes,Yes,Yes,Camera,No,Yes,Yes,No,Yes,18,5.4,10.8,Yes,No,No,No,686
Zigma,Zigma S33 Ultra,90,3.1,497,1804,64,Yes,No,Yes,Lidar+Camera,Yes,Yes,No,Yes,No,12,5.3,8.2,No,No,Yes,No,1024
Kyvol,Kyvol V66 Ultra,165,3.3,368,5831,69,Yes,Yes,No,Lidar+Camera,No,No,Yes,Yes,No,19,4.6,10.2,No,Yes,Yes,Yes,533
Hobot,Hobot X46 Ultra,100,5.4,627,3741,61,No,Yes,Yes,Lidar,Yes,No,Yes,Yes,Yes,8,2.5,9.1,Yes,No,Yes,Yes,315
Ultenic,Ultenic R26 Max,158,4.1,490,2568,65,No,Yes,No,Lidar+Camera,Yes,Yes,Yes,Yes,Yes,9,3.3,8.4,No,No,No,Yes,173
Haier,Haier R92 Pro,137,3.8,378,5011,70,Yes,Yes,No,Lidar+Camera,Yes,No,Yes,Yes,No,14,2.6,9.8,No,Yes,Yes,Yes,327
Miele,Miele X51,72,5.3,579,3459,62,No,No,Yes,Camera,No,No,No,Yes,No,14,3.1,10.2,No,No,Yes,Yes,429
Cecotec,Cecotec S94 Pro,176,3.1,358,3547,70,Yes,Yes,Yes,Infrared,Yes,No,No,Yes,Yes,12,3.7,7.3,Yes,No,No,Yes,731
Trifo,Trifo R85 Max,137,5.9,675,4823,66,Yes,No,Yes,Lidar+Camera,Yes,No,Yes,No,Yes,16,3.7,8.5,No,Yes,No,No,723
Lenovo,Lenovo S81 Max,113,3.2,514,3814,68,Yes,No,Yes,Camera,No,Yes,No,No,No,6,3.2,10.6,Yes,Yes,Yes,Yes,230
Neato,Neato V48 Pro,100,4.0,465,3132,58,No,Yes,Yes,Lidar,No,Yes,No,No,No,11,3.7,9.9,No,Yes,No,Yes,698
Dyson,Dyson S24,82,3.3,546,3130,62,Yes,No,No,Lidar+Camera,Yes,No,No,No,No,18,4.4,8.3,No,No,Yes,Yes,955
Kyvol,Kyvol V59 Pro,178,4.2,538,3693,64,No,Yes,No,Lidar,No,No,No,Yes,No,11,2.9,8.4,Yes,Yes,No,No,992
Proscenic,Proscenic X20 Pro,88,5.1,607,4283,59,Yes,Yes,Yes,Lidar,Yes,Yes,Yes,No,Yes,13,2.9,9.1,Yes,Yes,Yes,No,661
Mamibot,Mamibot R52,85,4.7,513,5621,59,Yes,Yes,Yes,Infrared,No,Yes,No,Yes,Yes,9,4.4,10.7,No,No,Yes,No,314
Mamibot,Mamibot V7 Ultra,67,2.5,627,5415,65,No,No,No,Infrared,No,Yes,Yes,Yes,No,11,4.9,7.0,Yes,Yes,Yes,No,308
Viomi,Viomi S34 Pro,157,3.8,421,4508,68,Yes,Yes,Yes,Infrared,Yes,Yes,No,Yes,No,9,4.4,7.9,Yes,No,No,No,1028
Lefant,Lefant X86 Max,193,3.9,656,4695,65,Yes,No,No,Camera,No,Yes,No,No,Yes,12,3.3,9.1,No,No,No,No,609
Tesvor,Tesvor X83,67,5.2,601,5387,57,No,Yes,No,Camera,No,No,Yes,No,No,15,3.4,10.7,Yes,No,Yes,No,1116
Puppyoo,Puppyoo S66 Max,67,4.9,668,3968,64,No,No,No,Infrared,No,Yes,Yes,No,No,16,5.2,9.3,Yes,Yes,No,Yes,368
Kyvol,Kyvol X71 Pro,134,4.1,405,2188,66,Yes,Yes,Yes,Camera,No,No,No,Yes,Yes,6,3.3,7.8,Yes,Yes,No,No,760
Honiture,Honiture X29 Ultra,74,3.0,570,2921,56,Yes,Yes,No,Infrared,No,Yes,Yes,No,Yes,17,4.8,9.5,No,Yes,No,No,267
Samsung,Samsung R89,104,4.3,394,4957,60,Yes,No,Yes,Lidar,Yes,Yes,No,No,No,9,2.8,9.2,Yes,Yes,Yes,Yes,514
Medion,Medion R53,75,3.3,684,4118,69,Yes,No,No,Infrared,No,Yes,No,Yes,No,8,3.7,9.9,No,Yes,No,No,932
ILIFE,ILIFE S89 Ultra,71,3.3,553,2661,66,No,No,No,Camera,Yes,Yes,No,Yes,No,17,5.1,8.7,No,No,Yes,No,408
Hobot,Hobot V41 Ultra,174,5.9,409,1891,55,No,Yes,No,Lidar+Camera,No,No,Yes,Yes,Yes,8,3.2,7.9,No,Yes,Yes,Yes,376
Xiaomi,Xiaomi R6 Max,176,3.6,531,2332,56,No,Yes,Yes,Lidar+Camera,Yes,Yes,Yes,Yes,No,6,5.1,7.9,Yes,No,No,No,994
Rowenta,Rowenta V74 Pro,120,4.4,561,3819,63,No,Yes,Yes,Camera,Yes,Yes,Yes,Yes,No,16,4.1,8.0,Yes,No,No,No,1145
Rowenta,Rowenta V80 Pro,89,3.9,412,3259,59,No,Yes,No,Camera,Yes,No,No,Yes,Yes,13,3.1,10.2,Yes,Yes,No,Yes,444
iRobot,iRobot V71,143,3.0,627,2812,57,Yes,Yes,No,Camera,Yes,Yes,No,Yes,Yes,13,5.0,8.6,Yes,Yes,Yes,Yes,200
Panasonic,Panasonic S6 Ultra,116,3.6,369,1641,55,No,No,Yes,Lidar,No,Yes,Yes,Yes,No,9,5.1,8.5,Yes,Yes,Yes,No,605
Amarey,Amarey V9 Max,152,3.9,528,3672,57,No,Yes,No,Infrared,Yes,Yes,Yes,Yes,Yes,17,2.5,7.8,No,Yes,No,No,319
Panasonic,Panasonic V98 Max,143,5.5,673,4841,57,No,No,Yes,Lidar+Camera,Yes,Yes,No,Yes,Yes,18,4.9,9.3,Yes,No,Yes,Yes,497
